Plant,,Material,,,Work Center,Fiscal Week,Overall Result,40.2020,41.2020,42.2020,43.2020,44.2020,45.2020,46.2020,47.2020,48.2020,49.2020,50.2020,51.2020,52.2020,01.2021,02.2021,03.2021,04.2021,05.2021,06.2021,07.2021,08.2021,09.2021,10.2021,11.2021,12.2021,13.2021,14.2021,15.2021,16.2021,17.2021,18.2021,19.2021,20.2021,21.2021,22.2021,23.2021,24.2021,25.2021,26.2021,27.2021,28.2021,29.2021,30.2021,31.2021,32.2021,33.2021,34.2021,35.2021,36.2021,37.2021,38.2021,39.2021,Prod. Freq,ME/HR/BUoM (CS),Unc. Line Speed/Hr/BUoM (CS),Syrup MatNr,Syrup AltBOM,Syrup #Components,Setup Group,SetupMin,SetupMax,Comments
0280,Lüneburg,202292,500MLPLBTN18X1 VIO BIO ORNG,Net Production Quantity,BPETP2,A05 NR PET,270648,,30168,,,,,,,,13104,,,,,13032,,,6264,,,,16488,,,,,16848,,,,26856,,,,36864,,,,,40392,,,,37080,,,,33552,,,,,0.2115384615,#DIV/0!,#DIV/0!,WATER?,,3,?,75,360,
0280,Lüneburg,202294,1LPLBTN4X1 VIO BIO ORNG,Net Production Quantity,BPETP2,A05 NR PET,859040,104272,,,,,14336,,,,,59136,,,,29232,,,65296,,,,,96880,,,,,58128,,,,81648,,,,97216,,,,,74592,,,,74032,,,104272,,,,,0.2307692308,#DIV/0!,#DIV/0!,WATER?,,3,?,65,360,
0280,Lüneburg,202297,500MLPLBTN18X1 VIO BIO L/L,Net Production Quantity,BPETP2,A05 NR PET,249408,,26424,,,,,,,,13680,,,,,,,,6408,,,,19584,,,,,20304,,,,34272,,,,27072,,,,,34128,,,,40392,,,,,27144,,,,0.1923076923,#DIV/0!,#DIV/0!,WATER?,,3,?,75,360,
0280,Lüneburg,202518,300MLGLBTR1X24 VIO BIO ORNG,Net Production Quantity,BRGBP6,A06 RR Glass,32320,7920,,,,,,,,,,,,,,,,,,,,,,,,,,7920,,,,,,,,,8200,,,,0,,,,,,,8280,,,,,,0.0769230769,#DIV/0!,#DIV/0!,WATER?,,3,?,240,480,
0280,Lüneburg,202520,300MLGLBTR1X24 VIO SCHRL RHBRB,Net Production Quantity,BRGBP6,A06 RR Glass,96160,11920,,0,,,5640,,,,,,,,,,,,,,,,,,,,,7880,,,,12040,,,,13800,,,,,5720,,,,5560,5840,,5880,,5960,7920,,8000,0.2307692308,#DIV/0!,#DIV/0!,WATER?,,4,?,240,480,
0280,Lüneburg,202521,300MLGLBTR1X24 VIO SCHRL BLCKCURRNT,Net Production Quantity,BRGBP6,A06 RR Glass,81320,18760,,0,,,9240,,,,,,,,,,,,,,,,,,,,,,,,,9080,,,,,,,9240,,,,,12720,,,,,9480,,,,12800,0.1346153846,#DIV/0!,#DIV/0!,WATER?,,3,?,240,480,
0280,Lüneburg,202522,300MLGLBTR1X24 VIO BIO L/L,Net Production Quantity,BRGBP6,A06 RR Glass,56560,8040,,,,,8080,,,,,,,,,,,,,,,,,,,,,,8040,,,,,,,,,8280,,,,8160,,,,,8240,,,,,7720,,0.1346153846,#DIV/0!,#DIV/0!,WATER?,,3,?,240,480,
0280,Lüneburg,202524,300MLGLBTR1X24 VIO BIO LMLIMEWCCMBERTSTE,Net Production Quantity,BRGBP6,A06 RR Glass,23040,,,,,,11560,,,,,,,,,,,,,,,,,,,,,,,,,11480,,,,,,,,,,,,,,,,,,,,,,0.0384615385,#DIV/0!,#DIV/0!,WATER?,,3,?,240,480,
0280,Lüneburg,202672,1LPLBTN4X1 VIO BIO LM ORNGMNGPSNFRT,Net Production Quantity,BPETP2,A05 NR PET,358848,43008,,,,,14112,,,,,34272,,,,13440,,,42000,,,,,28560,,,,35616,,,,,21280,,,,41552,,,,,28672,,,,27888,,,,28448,,,,0.2307692308,#DIV/0!,#DIV/0!,WATER?,,4,?,65,360,
0280,Lüneburg,202673,1LPLBTN4X1 VIO BIO LM LMN MNT,Net Production Quantity,BPETP2,A05 NR PET,349328,45584,,,,,14784,,,,,30688,,,,,,,45920,,,,,30576,,,,,30352,,,,14784,,,,46032,,,,,30688,,,,29456,,,,30464,,,,0.2115384615,#DIV/0!,#DIV/0!,WATER?,,3,?,65,360,
