Plant,Matrix,Setup Grp. From,Setup Grp. To,Duration,Dur. Unit,Valid,KEY,Work Center,Cleaning
0282,0282_BCANDC         ,"0,33LNC___24MP_MM__X                    ","0,33LDK___24MP_MM__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_MM__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_MM__X                    ","0,33LDK___24MP_SE__X                    ",90,MIN,y,"BCANDC0,33LDK___24MP_SE__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_MM__X                    ","0,33LDK___24MP_SP__X                    ",90,MIN,y,"BCANDC0,33LDK___24MP_SP__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_MM__X                    ","0,33LDK___24MP_ZLE_X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_ZLE_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_MM__X                    ","0,33LNC___24MP_CCL_X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_CCL_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_MM__X                    ","0,33LNC___24MP_CCZ_X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_CCZ_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_MM__X                    ","0,33LNC___24MP_CC__X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_CC__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_MM__X                    ","0,33LNC___24MP_FO__X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_FO__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_MM__X                    ","0,33LNC___24MP_MM__X                    ",0,MIN,n,"BCANDC0,33LNC___24MP_MM__Xn",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_MM__X                    ","0,33LNC___24MP_SE__X                    ",90,MIN,y,"BCANDC0,33LNC___24MP_SE__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_MM__X                    ","0,33LNC___24MP_SP__X                    ",90,MIN,y,"BCANDC0,33LNC___24MP_SP__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_MM__X                    ","0,33LNC___24MP_ZCH_X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_ZCH_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LDK___24MP_CCH_X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_CCH_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LDK___24MP_CCL_X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_CCL_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LDK___24MP_CCZ_X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_CCZ_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LDK___24MP_CC__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_CC__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LDK___24MP_FL__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_FL__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LDK___24MP_FO__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_FO__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LDK___24MP_FZ__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_FZ__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LDK___24MP_MM__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_MM__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LDK___24MP_SE__X                    ",90,MIN,y,"BCANDC0,33LDK___24MP_SE__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LDK___24MP_SP__X                    ",90,MIN,y,"BCANDC0,33LDK___24MP_SP__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LDK___24MP_ZLE_X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_ZLE_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LNC___24MP_CCL_X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_CCL_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LNC___24MP_CCZ_X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_CCZ_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LNC___24MP_CC__X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_CC__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LNC___24MP_FO__X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_FO__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LNC___24MP_MM__X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_MM__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LNC___24MP_SE__X                    ",0,MIN,n,"BCANDC0,33LNC___24MP_SE__Xn",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LNC___24MP_SP__X                    ",90,MIN,y,"BCANDC0,33LNC___24MP_SP__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SE__X                    ","0,33LNC___24MP_ZCH_X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_ZCH_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LDK___24MP_CCH_X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_CCH_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LDK___24MP_CCL_X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_CCL_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LDK___24MP_CCZ_X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_CCZ_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LDK___24MP_CC__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_CC__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LDK___24MP_FL__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_FL__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LDK___24MP_FO__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_FO__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LDK___24MP_FZ__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_FZ__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LDK___24MP_MM__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_MM__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LDK___24MP_SE__X                    ",90,MIN,y,"BCANDC0,33LDK___24MP_SE__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LDK___24MP_SP__X                    ",90,MIN,y,"BCANDC0,33LDK___24MP_SP__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LDK___24MP_ZLE_X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_ZLE_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LNC___24MP_CCL_X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_CCL_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LNC___24MP_CCZ_X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_CCZ_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LNC___24MP_CC__X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_CC__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LNC___24MP_FO__X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_FO__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LNC___24MP_MM__X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_MM__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LNC___24MP_SE__X                    ",90,MIN,y,"BCANDC0,33LNC___24MP_SE__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LNC___24MP_SP__X                    ",0,MIN,n,"BCANDC0,33LNC___24MP_SP__Xn",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_SP__X                    ","0,33LNC___24MP_ZCH_X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_ZCH_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LDK___24MP_CCH_X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_CCH_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LDK___24MP_CCL_X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_CCL_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LDK___24MP_CCZ_X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_CCZ_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LDK___24MP_CC__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_CC__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LDK___24MP_FL__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_FL__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LDK___24MP_FO__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_FO__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LDK___24MP_FZ__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_FZ__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LDK___24MP_MM__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_MM__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LDK___24MP_SE__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_SE__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LDK___24MP_SP__X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_SP__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LDK___24MP_ZLE_X                    ",60,MIN,y,"BCANDC0,33LDK___24MP_ZLE_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LNC___24MP_CCL_X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_CCL_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LNC___24MP_CCZ_X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_CCZ_Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LNC___24MP_CC__X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_CC__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LNC___24MP_FO__X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_FO__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LNC___24MP_MM__X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_MM__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LNC___24MP_SE__X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_SE__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LNC___24MP_SP__X                    ",60,MIN,y,"BCANDC0,33LNC___24MP_SP__Xy",BCANDC,
0282,0282_BCANDC         ,"0,33LNC___24MP_ZCH_X                    ","0,33LNC___24MP_ZCH_X                    ",0,MIN,n,"BCANDC0,33LNC___24MP_ZCH_Xn",BCANDC,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,25LNC___24MP_CC__X                    ",0,MIN,n,"BCANDT0,25LNC___24MP_CC__Xn",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___04MP_CCZ_X                    ",60,MIN,y,"BCANDT0,33LNC___04MP_CCZ_Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___04MP_CC__X                    ",60,MIN,y,"BCANDT0,33LNC___04MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___04MP_FO__X                    ",60,MIN,y,"BCANDT0,33LNC___04MP_FO__Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___04MP_SE__X                    ",90,MIN,y,"BCANDT0,33LNC___04MP_SE__Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___06MP_CCZ_X                    ",60,MIN,y,"BCANDT0,33LNC___06MP_CCZ_Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___06MP_CC__X                    ",60,MIN,y,"BCANDT0,33LNC___06MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___06MP_FO__X                    ",60,MIN,y,"BCANDT0,33LNC___06MP_FO__Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___06MP_SE__X                    ",90,MIN,y,"BCANDT0,33LNC___06MP_SE__Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___24MP_CCL_X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_CCL_Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___24MP_CCZ_X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_CCZ_Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___24MP_CC__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___24MP_FO__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_FO__Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___24MP_MM__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_MM__Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___24MP_SE__X                    ",90,MIN,y,"BCANDT0,33LNC___24MP_SE__Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___24MP_SP__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_SP__Xy",BCANDT,
0282,0282_BCANDT         ,"0,25LNC___24MP_CC__X                    ","0,33LNC___24MP_ZCH_X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_ZCH_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,25LNC___24MP_CC__X                    ",60,MIN,y,"BCANDT0,25LNC___24MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___04MP_CCZ_X                    ",0,MIN,n,"BCANDT0,33LNC___04MP_CCZ_Xn",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___04MP_CC__X                    ",30,MIN,y,"BCANDT0,33LNC___04MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___04MP_FO__X                    ",30,MIN,y,"BCANDT0,33LNC___04MP_FO__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___04MP_SE__X                    ",30,MIN,y,"BCANDT0,33LNC___04MP_SE__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___06MP_CCZ_X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_CCZ_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___06MP_CC__X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___06MP_FO__X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_FO__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___06MP_SE__X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_SE__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___24MP_CCL_X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_CCL_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___24MP_CCZ_X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_CCZ_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___24MP_CC__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___24MP_FO__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_FO__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___24MP_MM__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_MM__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___24MP_SE__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_SE__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___24MP_SP__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_SP__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CCZ_X                    ","0,33LNC___24MP_ZCH_X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_ZCH_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,25LNC___24MP_CC__X                    ",60,MIN,y,"BCANDT0,25LNC___24MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___04MP_CCZ_X                    ",30,MIN,y,"BCANDT0,33LNC___04MP_CCZ_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___04MP_CC__X                    ",0,MIN,n,"BCANDT0,33LNC___04MP_CC__Xn",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___04MP_FO__X                    ",30,MIN,y,"BCANDT0,33LNC___04MP_FO__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___04MP_SE__X                    ",90,MIN,y,"BCANDT0,33LNC___04MP_SE__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___06MP_CCZ_X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_CCZ_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___06MP_CC__X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___06MP_FO__X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_FO__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___06MP_SE__X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_SE__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___24MP_CCL_X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_CCL_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___24MP_CCZ_X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_CCZ_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___24MP_CC__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___24MP_FO__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_FO__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___24MP_MM__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_MM__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___24MP_SE__X                    ",90,MIN,y,"BCANDT0,33LNC___24MP_SE__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___24MP_SP__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_SP__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_CC__X                    ","0,33LNC___24MP_ZCH_X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_ZCH_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,25LNC___24MP_CC__X                    ",60,MIN,y,"BCANDT0,25LNC___24MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___04MP_CCZ_X                    ",30,MIN,y,"BCANDT0,33LNC___04MP_CCZ_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___04MP_CC__X                    ",30,MIN,y,"BCANDT0,33LNC___04MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___04MP_FO__X                    ",0,MIN,n,"BCANDT0,33LNC___04MP_FO__Xn",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___04MP_SE__X                    ",90,MIN,y,"BCANDT0,33LNC___04MP_SE__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___06MP_CCZ_X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_CCZ_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___06MP_CC__X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___06MP_FO__X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_FO__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___06MP_SE__X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_SE__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___24MP_CCL_X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_CCL_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___24MP_CCZ_X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_CCZ_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___24MP_CC__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___24MP_FO__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_FO__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___24MP_MM__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_MM__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___24MP_SE__X                    ",90,MIN,y,"BCANDT0,33LNC___24MP_SE__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___24MP_SP__X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_SP__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_FO__X                    ","0,33LNC___24MP_ZCH_X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_ZCH_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_SE__X                    ","0,25LNC___24MP_CC__X                    ",60,MIN,y,"BCANDT0,25LNC___24MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_SE__X                    ","0,33LNC___04MP_CCZ_X                    ",30,MIN,y,"BCANDT0,33LNC___04MP_CCZ_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_SE__X                    ","0,33LNC___04MP_CC__X                    ",30,MIN,y,"BCANDT0,33LNC___04MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_SE__X                    ","0,33LNC___04MP_FO__X                    ",3,MIN,y,"BCANDT0,33LNC___04MP_FO__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_SE__X                    ","0,33LNC___04MP_SE__X                    ",0,MIN,n,"BCANDT0,33LNC___04MP_SE__Xn",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_SE__X                    ","0,33LNC___06MP_CCZ_X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_CCZ_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_SE__X                    ","0,33LNC___06MP_CC__X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_CC__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_SE__X                    ","0,33LNC___06MP_FO__X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_FO__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_SE__X                    ","0,33LNC___06MP_SE__X                    ",180,MIN,y,"BCANDT0,33LNC___06MP_SE__Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_SE__X                    ","0,33LNC___24MP_CCL_X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_CCL_Xy",BCANDT,
0282,0282_BCANDT         ,"0,33LNC___04MP_SE__X                    ","0,33LNC___24MP_CCZ_X                    ",60,MIN,y,"BCANDT0,33LNC___24MP_CCZ_Xy",BCANDT,
